"marca","direc","n_encuestador","sd_01","identidad_genero","edad","año_ingreso_carrera","comuna","clase_social","nivel_educacion_padre","nivel_educacion_madre","ultimo_colegio","ea_01_horas_estudio_semana","ea_02_horas_estudio_fin_semana","descripcion_carga_academica","ea_04_notas_ultimo_semestre","satisfaccion_rendimiento_academico","ea_06_nivel_estres_ultimo_semestre","ea_07_efecto_estres_rendimiento","ea_08","ea_09","ea_10","re_01","re_02","re_03","re_04","re_05","rs_01","rs_02","rs_03","rs_04","rs_05","rs_06","to_01","to_02","to_03","to_04","to_05","to_06","ma_01","ma_02","ma_03","ma_04","ma_05","cm_01","cm_02","cm_03","cm_04","cm_05","cm_06","identidad_genero_r","edad_r","año_ingreso_carrera_r","comuna_r1","comuna_distancia","horas_estudio_semana","notas_ultimo_semestre_intervalo","ea_06_nivel_estres_ultimo_semestre_r","ea_07_efecto_estres_rendimiento_r"
45417.5663548727,"sebastianmunozt@gmail.com","joaquin_","Sí","Mujer cisgénero",20,2023,"puente_alto","Clase social media","Educación Profesional","Educación Media","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Pesada",4.9,"Insatisfecho",3,"Moderado","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Problemas de sueño, Problemas dermatológicos","Ejercicio físico, Tomar descansos regulares","Creencia firme","Catolico","Varias veces a la semana.","No, no he asistido","Moderadamente influyente","Entre 1 a 2 horas","Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos","No","No me estresa","TikTok","Instagram","Poco tiempo.","3 a 4 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Escuchar música.","No, las realizo de forma individual","Importante.",4,6,"Si","No","Frecuencia moderada (de 2 a 3 veces por semana)",5,"Entre 1 a 2 horas.","Rock","Britpop","En su casa o de familiares., En el transporte público","Importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Sur","Vive a mucha distancia","3 o 4 horas al día","4.0 a 4.9","Estres Moderado","Moderadamente"
45417.5950996759,"sebastianmunozt@gmail.com","antonia_","Sí","Mujer cisgénero",22,2022,"la_florida","Clase social media - baja","Educación Profesional","Educación Profesional","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Ligera",4.6,"Insatisfecho",5,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Diarrea, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva, Tics Nerviosos","Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental, Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Varias veces a la semana.","No, no he asistido","Menos influyente","4 horas o más","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","Sí","Bloqueando o reportando usuarios problemáticos","TikTok","Pinterest","Bastante tiempo.","3 a 4 veces.","No, no administro mi tiempo de manera óptima cuando tengo muchas obligaciones académicas.","Leer. y/o Escribir, Ver series y / o películas., Jugar videojuegos., Escuchar música., Dibujar / pintar., Salir con amigos / familia., Costura y diseño de ropa","No, las realizo de forma individual","Muy importante.",6,9,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","K-Pop","Pop","En el transporte público","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Sur","Vive a distancia media","1 o 2 horas al día","4.0 a 4.9","Estres Alto","Bastante"
45417.6031030671,"sebastianmunozt@gmail.com","noel_casas-cordero","Sí","Mujer cisgénero",20,2022,"maipu","Clase social media - alta","Educación Técnica","Educación Técnica","Particular","3 o 4 horas al día","1 o 2 horas al día","Pesada",5.1,"Insatisfecho",5,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Participar en otras actividades creativas (música, arte, escritura)","Creencia firme","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","A diario.","No, no he asistido","Moderadamente influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","TikTok","Instagram","Suficiente tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Escuchar música., Bailar y/o Cantar","Sí, con un instructor o grupo","Muy importante.",7,9,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 5 a 6 horas.","Reggaetón","Pop","En su casa o de familiares., En el transporte público, En otros lugares","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Poniente","Vive a distancia media","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45417.8483020833,"sebastianmunozt@gmail.com","isidora_aros_","Sí","Mujer cisgénero",22,2022,"puente_alto","Clase social media","Educación Media","Educación Profesional","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Pesada",5.8,"Satisfecho",4,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Tomar descansos regulares","Dudas ocasionales","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos","No","No me estresa","TikTok","Instagram","Poco tiempo.","3 a 4 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Salir con amigos / familia.","No, las realizo de forma individual","Moderadamente importante.",6,4,"No","No","Baja frecuencia (1 vez a la semana)",5,"Entre 3 a 4 horas.","Pop","K-Pop","En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Sur","Vive a mucha distancia","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45418.7974319792,"sebastianmunozt@gmail.com","samanta_letelier_","Sí","Mujer cisgénero",23,2021,"maipu","Clase social media","Educación Profesional","Educación Profesional","Particular subvencionado","3 o 4 horas al día","1 o 2 horas al día","Moderada",6,NA,3,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos, Tics Nerviosos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Apoyo social (hablar con amigos/familia), Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos","No","Compartiendo mis preocupaciones con amigos o familiares","TikTok","Instagram","Suficiente tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Importante.",2,5,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 5 a 6 horas.","Hip-Hop, Rap, Freestyle","Reggaetón","En su casa o de familiares., En el transporte público, En el lugar de estudio","Importante","Mujer cisgenero","21 a 23","Pandemia","Zona Poniente","Vive a distancia media","3 o 4 horas al día","6.0 a 7.0","Estres Moderado","Bastante"
45419.5692815278,"sebastianmunozt@gmail.com","amanda_baez","Sí","Mujer cisgénero",23,2019,"san_felipe","Clase social media - baja","Educación Técnica","Educación Media","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Moderada",6,"Satisfecho",3,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito","No utilizo estrategias para manejar el estrés académico","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","Sí, asisto","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos","No","No me estresa","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","No estoy seguro(a) / No aplica a mi situación.","Ver series y / o películas., Escuchar música., Salir con amigos / familia.","No, las realizo de forma individual","Moderadamente importante.",1,1,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 1 a 2 horas.","Trap","Pop","En su casa o de familiares., En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","21 a 23","pre-pandemia","Fuera de la Región Metropolitana","Fuera de Santiago","1 o 2 horas al día","6.0 a 7.0","Estres Moderado","Bastante"
45419.6525811458,"sebastianmunozt@gmail.com","daniela_berrios","Sí","Mujer cisgénero",18,2024,"puente_alto","Clase social media - baja","Educación Media","Educación Técnica","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Pesada",5.6,"Insatisfecho",3,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Problemas de sueño, Irritabilidad o enojo, Problemas dermatológicos, Tics Nerviosos","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares","No creencias","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura)","No","Desconectándome temporalmente","TikTok","Instagram","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Escuchar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","Sí, con un instructor o grupo","Muy importante.",8,1,"Si","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Reggaetón","Rock","En su casa o de familiares., En casa de amigos., En el transporte público","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Sur","Vive a mucha distancia","1 o 2 horas al día","5.0 a 5.9","Estres Moderado","Bastante"
45419.67415875,"sebastianmunozt@gmail.com","daniela_berrios","Sí","Mujer cisgénero",21,2022,"san_miguel","Clase social media","Educación Profesional","Educación Media","Particular subvencionado","3 o 4 horas al día","1 o 2 horas al día","Moderada",5.4,"Insatisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Sudoración excesiva, Tics Nerviosos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental, Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","A veces","Desconectándome temporalmente","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Escuchar música., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",7,10,"Si","Sí","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Más de 7 horas.","Pop","Rock","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Centro","Vive a distancia cercana","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45419.6836440162,"sebastianmunozt@gmail.com","noel_casas_-cordero_y_samanta_letelier_","Sí","Hombre cisgénero",41,2024,"pudahuel","Clase social baja","Educación Media","Educación Media","Público","3 o 4 horas al día","3 o 4 horas al día","Muy pesada",5,"Insatisfecho",5,"Mucho","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Tics Nerviosos","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental, Tomar descansos regulares","No creencias","Ateo","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","WhatsApp","TikTok","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas.","No, las realizo de forma individual","Muy importante.",8,7,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Rock","Metal","En su casa o de familiares., En el transporte público","Muy importante","Hombre cisgenero","30 o más","post-pandemia","Zona Poniente","Vive a distancia media","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45419.6991768518,"sebastianmunozt@gmail.com","alejandra_","Sí","Mujer cisgénero",28,2024,"puente_alto","Clase social baja","Educación Media","Educación Media","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Moderada",NA,"Insatisfecho",NA,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Dolor en el pecho, Fatiga, Problemas de sueño, Cambios en el apetito, Problemas dermatológicos","Ejercicio físico, Organización y planificación del tiempo, Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","Creencia moderada","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Menos influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","A veces","Desconectándome temporalmente","Instagram","WhatsApp","Suficiente tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Escuchar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","Sí, con un instructor o grupo","Muy importante.",3,5,"No","No","Baja frecuencia (1 vez a la semana)",6,"Entre 3 a 4 horas.","Rock","Pop","En su casa o de familiares., En casa de amigos., En el transporte público","Muy importante","Mujer cisgenero","24 a 29","post-pandemia","Zona Sur","Vive a mucha distancia","1 o 2 horas al día",NA,NA,"Bastante"
45419.6992116898,"sebastianmunozt@gmail.com","daniela_berrios","Sí","Mujer cisgénero",19,2023,"llay_llay","Clase social media - baja","Educación Técnica","Educación Profesional","Público","3 o 4 horas al día","1 o 2 horas al día","Pesada",5.5,"Satisfecho",4,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Moderadamente influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a políticos/as o activistas sociales, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","A veces","Desconectándome temporalmente","Instagram","Pinterest","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",5,9,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","Pop","Rock","En su casa o de familiares., En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Fuera de la Región Metropolitana","Fuera de Santiago","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Moderadamente"
45419.7099065972,"sebastianmunozt@gmail.com","gonzalo_","Sí","Hombre cisgénero",22,2020,"la_florida","Clase social media","Educación Media","Educación Profesional","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Ligera",6,"Satisfecho",3,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Irritabilidad o enojo, Problemas dermatológicos","Ejercicio físico, Organización y planificación del tiempo, Tomar descansos regulares, Pasatiempos","Escéptico","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","Instagram","WhatsApp","Bastante tiempo.","Más de 6.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Ver series y / o películas., Practicar deporte / ejercitarse.","No, las realizo de forma individual","Importante.",6,6,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",5,"Entre 3 a 4 horas.","Punk","Reggaetón","En su casa o de familiares., En casa de amigos., En el transporte público, En otros lugares","Muy importante","Hombre cisgenero","21 a 23","Pandemia","Zona Sur","Vive a distancia media","1 o 2 horas al día","6.0 a 7.0","Estres Moderado","Bastante"
45419.7139006134,"sebastianmunozt@gmail.com","gonzalo","Sí","Mujer cisgénero",23,2021,"santiago_centro","Clase social media - baja","Educación Técnica","Educación Técnica","Público","1 o 2 horas al día","3 o 4 horas al día","Pesada",5.8,"Satisfecho",4,"Mucho","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Problemas de sueño, Irritabilidad o enojo, Tics Nerviosos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental, Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","No creencias","No tengo afiliaciones religiosas y tampoco me adscribo a ningún tipo de corriente de pensamiento de tipo clasificatoria","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos","A veces","Desconectándome temporalmente","WhatsApp","Instagram","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",3,10,"Si","Sí","Baja frecuencia (1 vez a la semana)",7,"Entre 1 a 2 horas.","Hip-Hop, Rap, Freestyle","Rock","En su casa o de familiares., En el transporte público, En otros lugares","Muy importante","Mujer cisgenero","21 a 23","Pandemia","Zona Centro","Vive muy cerca","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45419.7281656713,"sebastianmunozt@gmail.com","gonzalo_munoz_oliva_","Sí","Mujer cisgénero",21,2022,"puente_alto","Clase social media","Educación Media","Educación Media","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Moderada",5.8,"Insatisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo","Organización y planificación del tiempo, Tomar descansos regulares","Creencia firme","Catolico","Varias veces a la semana.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","A veces","Bloqueando o reportando usuarios problemáticos","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Bailar y/o Cantar","No, las realizo de forma individual","Moderadamente importante.",5,5,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 1 a 2 horas.","Reggaetón","Pop","En su casa o de familiares., En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Sur","Vive a mucha distancia","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45419.7334574768,"sebastianmunozt@gmail.com","veronica_moya","Sí","Mujer cisgénero",21,2022,"macul","Clase social media - baja","Educación Profesional","Educación Técnica","Público","3 o 4 horas al día","3 o 4 horas al día","Pesada",6.1,"Satisfecho",3,"Moderado","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño","Organización y planificación del tiempo, Tomar descansos regulares","Creencia moderada","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos","No","No me estresa","Youtube","Instagram","No tengo tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Jugar videojuegos., Salir con amigos / familia.","No, las realizo de forma individual","Importante.",3,4,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","Rock","Shoegaze","En su casa o de familiares., En el transporte público","Importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Centro","Vive a distancia media","3 o 4 horas al día","6.0 a 7.0","Estres Moderado","Moderadamente"
45419.7791947454,"sebastianmunozt@gmail.com","valentina_gonzalez","Sí","Mujer cisgénero",27,2019,"las_condes","Clase social media - alta","Educación Profesional","Educación Técnica","Particular","1 o 2 horas al día","3 o 4 horas al día","Pesada",NA,"Satisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Tensión o dolor muscular, Dolor en el pecho, Problemas de sueño, Diarrea, Cambios en el apetito, Tics Nerviosos","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental","Escéptico","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Varias veces a la semana.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","Instagram","WhatsApp","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Escuchar música., Practicar deporte / ejercitarse.","Sí, con un instructor o grupo","Importante.",2,4,"Si","No","Baja frecuencia (1 vez a la semana)",7,"Entre 3 a 4 horas.","Rock","Reggaetón","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Importante","Mujer cisgenero","24 a 29","pre-pandemia","Zona Oriente","Vive a distancia media","1 o 2 horas al día",NA,"Estres Alto","Bastante"
